LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.07,0.15,0.06,0.14,0.42,0.42,0.41,0.42,0.41,0.0,0.17,0.17,0.0
LBN_push_L1_seed98765,3900,98765,0.06,0.14,0.06,0.14,0.42,0.42,0.41,0.42,0.41,0.0,0.17,0.17,0.0
LBN_push_L1_seed98765,3900,98765,0.06,0.06,0.06,0.07,0.26,0.42,0.41,0.42,0.41,0.0,0.17,0.17,0.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.99,0.99,1.0,0.99
LBN_push_L1_seed98765,3900,98765,0.03,0.03,0.05,0.72,0.69,0.5,0.5,0.5
LBN_push_L1_seed98765,3900,98765,0.03,0.03,0.06,0.66,0.69,0.53,0.53,0.53
LBN_push_L1_seed98765,3900,98765,0.01,0.01,0.02,0.86,0.9,0.78,0.78,0.78
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.01,0.98,0.99,0.97,0.97,0.97
LBN_push_L1_seed98765,3900,98765,0.01,0.01,0.03,0.83,0.84,0.74,0.74,0.74
LBN_push_L1_seed98765,3900,98765,0.02,0.01,0.03,0.81,0.84,0.7,0.7,0.7
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,3900,98765,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,1295,98765,0.0,0.01,0.01,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,1295,98765,0.01,0.01,0.01,0.99,0.99,0.98,0.98,0.98
LBN_push_L1_seed98765,1295,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LBN_push_L1_seed98765,1295,98765,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
